


bus:<bus3>;car:<car1,car2>;
bus:<bus92>;car:<car219,car222,car224,car38>;person:<person139,person175,person204,person211,person216>;
bus:<bus92>;car:<car219,car222,car224,car38>;person:<person139,person175,person204,person211,person216>;
bus:<bus92>;car:<car219,car222,car224,car225,car38>;person:<person139,person175,person204,person211,person216>;
bus:<bus92>;car:<car219,car222,car224,car225,car38>;person:<person139,person175,person204,person211,person216>;
bus:<bus92>;car:<car222,car224,car225,car38>;person:<person139,person175,person204,person211,person216>;
bus:<bus92>;car:<car222,car224,car225,car38>;person:<person139,person175,person204,person211,person216>;
bus:<bus92>;car:<car222,car224,car225,car38>;person:<person139,person175,person204,person211,person216>;
bus:<bus92>;car:<car222,car224,car225,car38>;person:<person139,person175,person195,person204,person211,person216>;
bus:<bus92>;car:<car222,car225,car38>;person:<person139,person175,person195,person204,person211,person216>;
bus:<bus92>;car:<car222,car225,car38>;person:<person139,person175,person195,person204,person211,person216>;
bus:<bus92>;car:<car222,car225,car38>;person:<person139,person175,person195,person204,person211,person216>;
bus:<bus92>;car:<car222,car225,car38>;person:<person139,person175,person195,person204,person211,person216>;
bus:<bus92>;car:<car222,car225,car38>;person:<person139,person175,person195,person204,person207,person211,person216>;
bus:<bus92>;car:<car222,car225,car38>;person:<person139,person204,person207,person211,person216>;
bus:<bus92>;car:<car208,car222,car225,car38>;person:<person139,person204,person207,person211,person216>;
bus:<bus92>;car:<car208,car222,car225,car38>;person:<person139,person204,person207,person211,person216>;
bus:<bus92>;car:<car208,car222,car225,car38>;person:<person139,person204,person207,person211,person216>;
bus:<bus92>;car:<car208,car222,car224,car225,car38>;person:<person139,person204,person207,person211,person216>;
bus:<bus92>;car:<car208,car222,car224,car225,car38>;person:<person139,person204,person207,person211,person216>;
bus:<bus92>;car:<car208,car222,car224,car225,car38>;person:<person139,person204,person207,person211>;
bus:<bus92>;car:<car208,car222,car224,car225,car38>;person:<person139,person204,person207,person211>;
bus:<bus92>;car:<car208,car222,car224,car225,car38>;person:<person139,person204,person207,person211>;
bus:<bus92>;car:<car208,car222,car224,car225,car38>;person:<person139,person204,person207,person211>;
bus:<bus92>;car:<car208,car222,car225,car38>;person:<person139,person204,person207,person211>;
bus:<bus92>;car:<car208,car222,car225,car38>;person:<person139,person204,person207,person211>;
bus:<bus92>;car:<car208,car222,car225,car38>;person:<person139,person204,person207,person211>;
bus:<bus92>;car:<car208,car222,car225,car38>;person:<person139,person204,person207,person211>;
bus:<bus92>;car:<car208,car219,car222,car225,car38>;person:<person139,person204,person207,person211>;
bus:<bus92>;car:<car219,car222,car225,car38>;person:<person139,person204,person207,person211>;
bus:<bus92>;car:<car219,car222,car225,car38>;person:<person139,person204,person207,person211,person216>;
bus:<bus92>;car:<car219,car222,car225,car38>;person:<person139,person204,person207,person211,person216>;
bus:<bus92>;car:<car219,car222,car225,car228,car38>;person:<person139,person204,person207,person216>;
bus:<bus92>;car:<car219,car222,car225,car228,car38>;person:<person139,person204,person207,person216>;
bus:<bus92>;car:<car219,car222,car225,car228,car38>;person:<person139,person204,person207,person216>;
bus:<bus230,bus92>;car:<car219,car225,car228,car38>;person:<person139,person204,person216>;
bus:<bus230,bus92>;car:<car219,car225,car228,car38>;person:<person139,person204,person216>;
bus:<bus230,bus92>;car:<car219,car225,car228,car38>;person:<person139,person204,person216>;
bus:<bus230,bus92>;car:<car225,car38>;person:<person139,person204,person216>;
bus:<bus230,bus92>;car:<car219,car225,car38>;person:<person139,person204,person216>;
bus:<bus230,bus92>;car:<car219,car225,car38>;person:<person139,person204,person216>;
bus:<bus230,bus92>;car:<car219,car225,car38>;person:<person139,person204,person216>;
bus:<bus92>;car:<car219,car225,car38>;person:<person139,person204,person216>;
bus:<bus92>;car:<car219,car225,car38>;person:<person139,person204,person216>;
bus:<bus92>;car:<car219,car225,car38>;person:<person139,person204,person216,person232>;
bus:<bus92>;car:<car225,car38>;person:<person139,person204,person232>;
bus:<bus92>;car:<car225,car38>;person:<person139,person204,person232>;
bus:<bus92>;car:<car225,car38>;person:<person139,person204,person232>;
bus:<bus92>;car:<car225,car38>;person:<person139,person204,person232>;
bus:<bus92>;car:<car225,car38>;person:<person139,person204,person232>;
bus:<bus92>;car:<car225,car38>;person:<person139,person204,person232>;
bus:<bus92>;car:<car219,car225,car38>;person:<person139,person204,person232>;
bus:<bus92>;car:<car219,car225,car38>;person:<person139,person204,person232>;
bus:<bus92>;car:<car219,car225,car38>;person:<person139,person204,person216,person232>;
bus:<bus92>;car:<car219,car225,car38>;person:<person139,person204,person216,person232>;
bus:<bus230,bus92>;car:<car219,car225,car38>;person:<person139,person204,person216,person232>;
bus:<bus230,bus92>;car:<car219,car225,car38>;person:<person139,person204,person216,person232>;
bus:<bus230,bus92>;car:<car219,car225,car38>;person:<person139,person204,person216,person232>;
bus:<bus230,bus92>;car:<car219,car225,car228,car38>;person:<person139,person204,person216,person232>;
bus:<bus230,bus92>;car:<car219,car225,car228,car38>;person:<person139,person204,person232>;
bus:<bus230,bus92>;car:<car225,car228,car38>;person:<person139,person204,person232>;
bus:<bus230,bus92>;car:<car225,car228,car38>;person:<person139,person204,person232>;
bus:<bus92>;car:<car225,car228,car38>;person:<person139,person204,person232>;
bus:<bus92>;car:<car225,car228,car38>;person:<person139,person204,person232>;
bus:<bus92>;car:<car225,car228,car38>;person:<person139,person204,person232>;
bus:<bus92>;car:<car225,car38>;person:<person139,person204,person232,person238>;
bus:<bus92>;car:<car225,car38>;person:<person139,person204,person232,person238>;
bus:<bus92>;car:<car225,car38>;person:<person139,person204,person232,person238>;
bus:<bus92>;car:<car225,car38>;person:<person139,person204,person232,person238>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person238>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person238>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person238,person241>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person238,person241>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person238,person241>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person238,person241>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person238,person241>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person241>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person241>;
bus:<bus230,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person238,person241>;
bus:<bus230,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person238,person241>;
bus:<bus230,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person238,person241>;
bus:<bus230,bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person238,person241>;
bus:<bus230,bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person238,person241,person243>;
bus:<bus230,bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241,person243>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241,person243>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241,person243>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241,person243>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241,person243>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241,person243>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241,person243>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus230,bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus230,bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus230,bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus230,bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus230,bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person241>;
bus:<bus230,bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus230,bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus230,bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus242,bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus92>;car:<car225,car239,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus92>;car:<car225,car239,car246,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus92>;car:<car225,car239,car246,car38>;person:<person139,person204,person216,person232,person238>;
bus:<bus92>;car:<car225,car239,car246,car38>;person:<person139,person204,person216,person232,person241>;
bus:<bus92>;car:<car225,car239,car246,car38>;person:<person139,person204,person216,person232,person241>;
bus:<bus92>;car:<car225,car239,car246,car38>;person:<person139,person204,person216,person232,person241>;
bus:<bus92>;car:<car225,car239,car246,car38>;person:<person139,person204,person216,person232,person241>;
bus:<bus92>;car:<car225,car239,car246,car38>;person:<person139,person204,person216,person232,person241>;
bus:<bus92>;car:<car225,car239,car250,car38>;person:<person139,person204,person216,person232,person241>;
bus:<bus92>;car:<car225,car239,car250,car252,car38>;person:<person139,person204,person216,person232,person241>;
bus:<bus92>;car:<car225,car239,car250,car252,car38>;person:<person204,person216,person232,person241>;
bus:<bus92>;car:<car225,car239,car250,car252,car38>;person:<person204,person216,person232,person241>;
bus:<bus92>;car:<car225,car239,car250,car252,car38>;person:<person204,person216,person232,person241>;
bus:<bus92>;car:<car225,car239,car250,car252,car38>;person:<person204,person216,person232,person241>;
bus:<bus92>;car:<car225,car239,car250,car252,car38>;person:<person204,person216,person232,person241>;
bus:<bus92>;car:<car225,car239,car250,car252,car38>;person:<person204,person216,person232,person241>;
bus:<bus92>;car:<car225,car239,car250,car252,car38>;person:<person139,person204,person216,person232,person241>;truck:<truck260>;
bus:<bus92>;car:<car225,car239,car250,car252,car38>;person:<person139,person204,person216,person232,person241>;truck:<truck260>;
bus:<bus92>;car:<car225,car239,car252,car38>;person:<person139,person204,person216,person232,person241>;truck:<truck260>;
bus:<bus92>;car:<car225,car239,car252,car38>;person:<person139,person204,person216,person232,person241>;truck:<truck260>;
bus:<bus92>;car:<car225,car239,car250,car252,car38>;person:<person139,person204,person216,person232,person241>;truck:<truck260>;
bus:<bus92>;car:<car225,car239,car250,car252,car38>;person:<person139,person204,person216,person232,person238,person241>;truck:<truck260>;
bus:<bus92>;car:<car225,car239,car250,car252,car38>;person:<person139,person204,person216,person232,person238,person241>;
bus:<bus92>;car:<car225,car239,car250,car252,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;
bus:<bus92>;car:<car225,car239,car250,car252,car264,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;
bus:<bus92>;car:<car225,car239,car250,car252,car264,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;
bus:<bus92>;car:<car225,car239,car252,car264,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;
bus:<bus92>;car:<car225,car239,car252,car264,car38>;person:<person139,person216,person232,person238,person241,person263>;
bus:<bus92>;car:<car225,car239,car252,car264,car38>;person:<person139,person216,person232,person238,person241,person263,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car38>;person:<person139,person216,person232,person238,person241,person263,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car38>;person:<person139,person216,person232,person238,person241,person263,person266>;
bus:<bus92>;car:<car225,car239,car250,car252,car264,car38>;person:<person139,person216,person232,person238,person241,person263,person266>;
bus:<bus92>;car:<car225,car239,car250,car252,car264,car38>;person:<person139,person204,person216,person232,person238,person241,person263,person266>;
bus:<bus92>;car:<car225,car239,car250,car252,car264,car38>;person:<person139,person204,person216,person232,person238,person241,person263,person266>;
bus:<bus92>;car:<car225,car239,car250,car252,car264,car38>;person:<person139,person204,person216,person232,person238,person241,person263,person266>;
bus:<bus92>;car:<car225,car239,car250,car252,car264,car38>;person:<person139,person204,person216,person232,person238,person241,person263,person266>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car250,car252,car38>;person:<person139,person204,person216,person232,person238,person241,person263,person266>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car250,car252,car38>;person:<person139,person204,person216,person232,person238,person241,person263,person266>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car250,car252,car272,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car250,car252,car264,car272,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car250,car252,car264,car272,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car250,car252,car264,car272,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car250,car252,car264,car272,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car250,car252,car264,car272,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car38>;person:<person139,person204,person216,person232,person238,person241>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car38>;person:<person139,person204,person216,person232,person238,person241,person263>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car38>;person:<person139,person204,person216,person232,person238>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car38>;person:<person139,person204,person216,person232,person238>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car274,car38>;person:<person139,person204,person232,person238,person266>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car274,car38>;person:<person139,person204,person232,person238,person266>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car274,car38>;person:<person139,person204,person232,person238,person266>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car274,car38>;person:<person139,person204,person216,person232,person238,person241,person266>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car274,car38>;person:<person139,person204,person216,person232,person238,person241,person266>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car274,car38>;person:<person204,person216,person232,person238,person241,person266>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car274,car38>;person:<person204,person216,person232,person238,person241,person266>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car274,car38>;person:<person204,person216,person232,person238,person241,person266>;truck:<truck268>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car274,car38>;person:<person204,person216,person232,person238,person241,person266>;truck:<truck268>;
bus:<bus92>;car:<car225,car252,car264,car272,car274,car38>;person:<person204,person216,person232,person238,person266>;truck:<truck268>;
bus:<bus92>;car:<car225,car252,car264,car272,car274,car38>;person:<person204,person216,person266>;truck:<truck268>;
bus:<bus92>;car:<car225,car252,car264,car272,car274,car38>;person:<person204,person216,person266>;truck:<truck268>;
bus:<bus92>;car:<car225,car250,car252,car264,car272,car274,car277,car278,car38>;person:<person204,person216,person266>;truck:<truck268>;
bus:<bus92>;car:<car225,car250,car252,car264,car274,car277,car278,car38>;person:<person204,person216,person266>;truck:<truck268>;
bus:<bus280,bus92>;car:<car225,car239,car250,car252,car264,car274,car277,car278,car38>;person:<person204,person216,person266>;truck:<truck268>;
bus:<bus280,bus92>;car:<car225,car239,car250,car252,car264,car274,car277,car278,car38>;person:<person204,person216,person266>;truck:<truck268>;
bus:<bus280,bus92>;car:<car225,car239,car250,car252,car264,car274,car277,car278,car38>;person:<person204,person216,person266>;truck:<truck268>;
bus:<bus280,bus92>;car:<car225,car239,car250,car252,car264,car274,car277,car278,car38>;person:<person204,person216,person266,person281>;truck:<truck268>;
bus:<bus280,bus92>;car:<car225,car239,car250,car252,car264,car274,car277,car278,car38>;person:<person204,person216,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car277,car278,car282,car38>;person:<person204,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car277,car278,car282,car283,car38>;person:<person139,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car277,car278,car282,car283,car38>;person:<person139,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car277,car278,car282,car283,car38>;person:<person139,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car277,car278,car282,car283,car38>;person:<person139,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car278,car282,car283,car38>;person:<person139,person232,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car278,car282,car283,car38>;person:<person139,person232,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car278,car282,car283,car38>;person:<person139,person232,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car282,car283,car38>;person:<person139,person232,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car282,car283,car286,car38>;person:<person139,person232,person266,person281>;truck:<truck268>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car282,car283,car286,car38>;person:<person139,person232,person266,person281>;truck:<truck268>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car282,car283,car286,car38>;person:<person139,person232,person266,person281>;truck:<truck268>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car282,car283,car286,car38>;person:<person139,person232,person241,person266,person281>;truck:<truck268>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car282,car283,car286,car290,car38>;person:<person139,person232,person241,person266,person281>;truck:<truck268>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car272,car274,car283,car286,car290,car38>;person:<person139,person232,person241,person266,person281>;truck:<truck268>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car272,car274,car283,car286,car290,car38>;person:<person139,person232,person241,person266,person281>;truck:<truck268>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car272,car274,car283,car286,car290,car38>;person:<person139,person232,person241,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car272,car274,car283,car286,car290,car38>;person:<person139,person241,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car272,car274,car283,car286,car290,car38>;person:<person139,person241,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car272,car274,car286,car290,car38>;person:<person139,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car272,car274,car286,car290,car38>;person:<person139,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car286,car290,car38>;person:<person139,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car286,car290,car38>;person:<person139,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car274,car286,car290,car38>;person:<person266,person281>;
bus:<bus92>;car:<car225,car239,car252,car264,car274,car286,car290,car38>;person:<person266,person281>;
bus:<bus92>;car:<car225,car239,car252,car264,car274,car286,car290,car38>;person:<person232,person266,person281>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car274,car286,car290,car38>;person:<person232,person266,person281>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car274,car283,car286,car290,car38>;person:<person139,person232,person266,person281>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car274,car283,car286,car290,car38>;person:<person139,person232,person266,person281>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car274,car283,car286,car290,car38>;person:<person139,person232,person266,person281>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car274,car283,car286,car290,car38>;person:<person139,person232,person266,person281>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car283,car286,car290,car38>;person:<person139,person232,person266,person281>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car283,car286,car290,car38>;person:<person139,person232,person266,person281>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car283,car286,car290,car38>;person:<person232,person266,person281>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car283,car286,car290,car297,car38>;person:<person139,person232,person266,person281>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car283,car286,car290,car297,car38>;person:<person139,person232,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car272,car283,car286,car290,car297,car38>;person:<person139,person232,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car272,car283,car286,car290,car297,car38>;person:<person139,person232,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car272,car282,car283,car286,car290,car297,car38>;person:<person139,person232,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car272,car282,car283,car286,car290,car297,car38>;person:<person139,person232,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car272,car282,car283,car286,car290,car297,car38>;person:<person232,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car282,car283,car286,car290,car297,car38>;person:<person139,person232,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car282,car283,car286,car290,car297,car38>;person:<person139,person232,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car282,car283,car286,car290,car297,car38>;person:<person139,person232,person266,person281>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car282,car283,car286,car290,car297,car38>;person:<person139,person232,person266>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car282,car283,car286,car290,car297,car38>;person:<person139,person232,person266>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car283,car286,car290,car297,car38>;person:<person139,person232,person266>;
bus:<bus280,bus92>;car:<car225,car239,car252,car264,car283,car286,car290,car297,car38>;person:<person139,person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car283,car286,car290,car297,car38>;person:<person139,person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car283,car286,car290,car297,car38>;person:<person139,person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car283,car286,car290,car297,car38>;person:<person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car283,car286,car290,car297,car38>;person:<person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car283,car286,car290,car297,car38>;person:<person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car283,car286,car290,car297,car38>;person:<person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car283,car286,car290,car297,car38>;person:<person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car283,car286,car290,car297,car38>;person:<person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car283,car286,car290,car297,car38>;person:<person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car283,car286,car290,car297,car302,car38>;person:<person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car286,car290,car297,car302,car38>;person:<person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car302,car38>;person:<person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car302,car38>;person:<person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car302,car38>;person:<person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car302,car38>;person:<person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car302,car38>;person:<person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car38>;person:<person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car38>;person:<person232,person266,person303>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car38>;person:<person232,person266,person303>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car38>;person:<person232,person266,person303>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car38>;person:<person232,person266,person303>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car38>;person:<person232,person266,person303>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car38>;person:<person232,person266,person303>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car38>;person:<person232,person266,person303>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car38>;person:<person232,person266,person303>;
